Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Story,Chrome 61.0.3163.100,,2017-11-07 09:38:47,2017-11-07 09:40:27,1m - 39.236s,FAILED
,,,,,,
Test Cases/Sprint-9/US-193833,Chrome 61.0.3163.100,Give Bill Clair access to the ECR as a Clinic Meeting administrator. He sholuld have all of the access that Josh has now.  See the screenshot with the flow actions that should be available to him while the case is in Pending Clinic Meeting status.,2017-11-07 09:38:48,2017-11-07 09:39:48,59.945s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-07 09:38:48,2017-11-07 09:39:06,17.620s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-07 09:39:06,2017-11-07 09:39:18,12.444s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-07 09:39:18,2017-11-07 09:39:33,15.013s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-07 09:39:33,2017-11-07 09:39:34,1.017s,PASSED
com.helper.commonfunct.utilities.login,Chrome 61.0.3163.100,,2017-11-07 09:39:34,2017-11-07 09:39:47,12.241s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-07 09:39:47,2017-11-07 09:39:48,1.151s,PASSED
,,,,,,
Test Cases/Sprint-9/Find Quote WO,Chrome 61.0.3163.100,,2017-11-07 09:39:48,2017-11-07 09:40:26,38.032s,FAILED
click,Chrome 61.0.3163.100,,2017-11-07 09:39:48,2017-11-07 09:39:50,2.738s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-07 09:39:50,2017-11-07 09:39:51,0.697s,PASSED
sendKeys,Chrome 61.0.3163.100,,2017-11-07 09:39:51,2017-11-07 09:39:53,1.364s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-07 09:39:53,2017-11-07 09:39:53,0.517s,PASSED
click,Chrome 61.0.3163.100,,2017-11-07 09:39:53,2017-11-07 09:39:53,0.291s,PASSED
click,Chrome 61.0.3163.100,,2017-11-07 09:39:53,2017-11-07 09:39:54,0.416s,PASSED
click,Chrome 61.0.3163.100,,2017-11-07 09:39:54,2017-11-07 09:39:54,0.252s,PASSED
doubleClick,Chrome 61.0.3163.100,,2017-11-07 09:39:54,2017-11-07 09:40:26,31.741s,FAILED
