Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Story,Chrome 61.0.3163.100,,2017-11-06 18:09:24,2017-11-06 18:10:21,57.575s,FAILED
,,,,,,
Test Cases/Sprint-9/US-193833,Chrome 61.0.3163.100,Give Bill Clair access to the ECR as a Clinic Meeting administrator. He sholuld have all of the access that Josh has now.  See the screenshot with the flow actions that should be available to him while the case is in Pending Clinic Meeting status.,2017-11-06 18:09:24,2017-11-06 18:10:20,56.344s,FAILED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:09:25,2017-11-06 18:09:50,25.417s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:09:50,2017-11-06 18:10:01,11.020s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:10:01,2017-11-06 18:10:20,19.453s,FAILED
,,,,,,
Test Cases/Sprint-9/Find Quote WO,Chrome 61.0.3163.100,,2017-11-06 18:10:21,2017-11-06 18:10:21,0.024s,FAILED
click,Chrome 61.0.3163.100,,2017-11-06 18:10:21,2017-11-06 18:10:21,0.023s,FAILED
,,,,,,
Test Cases/Sprint-9/OpenWO,Chrome 61.0.3163.100,Open WO searched in advanced search,2017-11-06 18:10:21,2017-11-06 18:10:21,0.023s,FAILED
doubleClick,Chrome 61.0.3163.100,,2017-11-06 18:10:21,2017-11-06 18:10:21,0.023s,FAILED
