Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Story,Chrome 61.0.3163.100,,2017-11-07 09:47:40,2017-11-07 09:48:59,1m - 18.430s,PASSED
,,,,,,
Test Cases/Sprint-9/US-193833,Chrome 61.0.3163.100,Give Bill Clair access to the ECR as a Clinic Meeting administrator. He sholuld have all of the access that Josh has now.  See the screenshot with the flow actions that should be available to him while the case is in Pending Clinic Meeting status.,2017-11-07 09:47:41,2017-11-07 09:48:57,1m - 16.464s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-07 09:47:42,2017-11-07 09:47:56,14.918s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-07 09:47:56,2017-11-07 09:48:10,13.268s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-07 09:48:10,2017-11-07 09:48:25,15.011s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-07 09:48:25,2017-11-07 09:48:26,1.151s,PASSED
com.helper.commonfunct.utilities.login,Chrome 61.0.3163.100,,2017-11-07 09:48:26,2017-11-07 09:48:41,15.130s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-07 09:48:41,2017-11-07 09:48:42,1.130s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-07 09:48:42,2017-11-07 09:48:57,15.175s,PASSED
