Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Story,Chrome 61.0.3163.100,,2017-11-06 18:03:47,2017-11-06 18:04:49,1m - 1.599s,FAILED
,,,,,,
Test Cases/Sprint-9/US-193833,Chrome 61.0.3163.100,Give Bill Clair access to the ECR as a Clinic Meeting administrator. He sholuld have all of the access that Josh has now.  See the screenshot with the flow actions that should be available to him while the case is in Pending Clinic Meeting status.,2017-11-06 18:03:47,2017-11-06 18:04:47,1m - 0.161s,FAILED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:03:48,2017-11-06 18:04:18,29.900s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:04:18,2017-11-06 18:04:47,29.828s,FAILED
,,,,,,
Test Cases/Sprint-9/Find Quote WO,Chrome 61.0.3163.100,,2017-11-06 18:04:47,2017-11-06 18:04:47,0.024s,FAILED
click,Chrome 61.0.3163.100,,2017-11-06 18:04:47,2017-11-06 18:04:47,0.016s,FAILED
,,,,,,
Test Cases/Sprint-9/OpenWO,Chrome 61.0.3163.100,Open WO searched in advanced search,2017-11-06 18:04:47,2017-11-06 18:04:48,0.151s,FAILED
doubleClick,Chrome 61.0.3163.100,,2017-11-06 18:04:48,2017-11-06 18:04:48,0.033s,FAILED
