Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Story,Chrome 61.0.3163.100,,2017-11-06 18:23:58,2017-11-06 18:25:38,1m - 40.090s,FAILED
,,,,,,
Test Cases/Sprint-9/US-193833,Chrome 61.0.3163.100,Give Bill Clair access to the ECR as a Clinic Meeting administrator. He sholuld have all of the access that Josh has now.  See the screenshot with the flow actions that should be available to him while the case is in Pending Clinic Meeting status.,2017-11-06 18:23:58,2017-11-06 18:25:04,1m - 6.197s,FAILED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:23:59,2017-11-06 18:24:25,26.729s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:24:25,2017-11-06 18:25:04,39.023s,FAILED
,,,,,,
Test Cases/Sprint-9/Find Quote WO,Chrome 61.0.3163.100,,2017-11-06 18:25:04,2017-11-06 18:25:12,7.736s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:25:04,2017-11-06 18:25:04,0.112s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-06 18:25:04,2017-11-06 18:25:05,0.413s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-06 18:25:05,2017-11-06 18:25:05,0.420s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:25:05,2017-11-06 18:25:06,0.274s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:25:06,2017-11-06 18:25:06,0.368s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:25:06,2017-11-06 18:25:06,0.203s,PASSED
doubleClick,Chrome 61.0.3163.100,,2017-11-06 18:25:06,2017-11-06 18:25:12,5.943s,PASSED
,,,,,,
Test Cases/Sprint-9/OpenWO,Chrome 61.0.3163.100,Open WO searched in advanced search,2017-11-06 18:25:12,2017-11-06 18:25:37,24.989s,FAILED
doubleClick,Chrome 61.0.3163.100,,2017-11-06 18:25:12,2017-11-06 18:25:20,7.477s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:25:20,2017-11-06 18:25:22,2.154s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:25:22,2017-11-06 18:25:37,15.212s,FAILED
