Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Story,Chrome 61.0.3163.100,,2017-11-07 07:36:07,2017-11-07 07:38:30,2m - 22.378s,FAILED
,,,,,,
Test Cases/Sprint-9/US-193833,Chrome 61.0.3163.100,Give Bill Clair access to the ECR as a Clinic Meeting administrator. He sholuld have all of the access that Josh has now.  See the screenshot with the flow actions that should be available to him while the case is in Pending Clinic Meeting status.,2017-11-07 07:36:08,2017-11-07 07:37:11,1m - 3.053s,FAILED
callTestCase,Chrome 61.0.3163.100,,2017-11-07 07:36:08,2017-11-07 07:36:27,18.575s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-07 07:36:27,2017-11-07 07:37:11,43.928s,FAILED
,,,,,,
Test Cases/Sprint-9/Find Quote WO,Chrome 61.0.3163.100,,2017-11-07 07:37:11,2017-11-07 07:37:55,43.871s,FAILED
click,Chrome 61.0.3163.100,,2017-11-07 07:37:11,2017-11-07 07:37:11,0.209s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-07 07:37:11,2017-11-07 07:37:12,0.802s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-07 07:37:12,2017-11-07 07:37:13,0.744s,PASSED
click,Chrome 61.0.3163.100,,2017-11-07 07:37:13,2017-11-07 07:37:13,0.412s,PASSED
click,Chrome 61.0.3163.100,,2017-11-07 07:37:13,2017-11-07 07:37:14,0.916s,PASSED
click,Chrome 61.0.3163.100,,2017-11-07 07:37:14,2017-11-07 07:37:14,0.468s,PASSED
doubleClick,Chrome 61.0.3163.100,,2017-11-07 07:37:14,2017-11-07 07:37:55,40.289s,FAILED
,,,,,,
Test Cases/Sprint-9/OpenWO,Chrome 61.0.3163.100,Open WO searched in advanced search,2017-11-07 07:37:55,2017-11-07 07:38:27,31.932s,FAILED
doubleClick,Chrome 61.0.3163.100,,2017-11-07 07:37:55,2017-11-07 07:38:27,31.740s,FAILED
